step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_align,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_a0,alpha_b0,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
100,1771567181.6420164,7.695199966430664,7.115624904632568,0.254572331905365,0.32500267028808594,0.0,,,1231.0526613960078,10.26567676273941,,,0.015625,0,0.061752744019031525,0,3.140766143798828,0.08975306898355484,,,,,,,,,,,,,,,,0.05,0.005,0.005,0.05,1.4244455087907901,0.03485361859202385,1.2516975402832031e-06,,,,,,,,,0.24766278266906738,4134.654343152932
200,1771567205.8915918,7.263401508331299,6.79442024230957,0.16653020679950714,0.3024510443210602,0.0,,,892.8514720130413,9.802276389295606,,,0.015625,0,0.03940613195300102,0,3.1407623291015625,0.08971399068832397,,,,,,,,,,,,,,,,0.0499998763203621,0.004999987632036209,0.004999987632036209,0.0499998763203621,0.5524404038270656,0.045814864337444305,0.05312645062804222,,,,,,,,,0.23444819450378418,4367.702648200483
300,1771567230.0485313,7.440113067626953,6.914948463439941,0.21740122139453888,0.30776360630989075,0.0,,,1007.2191175523463,9.976161856207561,,,0.015625,0,0.05125892907381058,0,3.140746593475342,0.08976459503173828,,,,,,,,,,,,,,,,0.049999505281448364,0.004999950528144836,0.004999950528144836,0.049999505281448364,1.2416682434836588,0.052127208560705185,0.004500916227698326,,,,,,,,,0.24222135543823242,4227.538063881097
400,1771567253.8312168,7.033070087432861,6.52780818939209,0.22157157957553864,0.2836903929710388,0.0,,,683.897593557124,9.417636502710332,,,0.015625,0,0.05283680185675621,0,3.1407437324523926,0.08974651992321014,,,,,,,,,,,,,,,,0.04999888688325882,0.0049998886883258825,0.0049998886883258825,0.04999888688325882,1.0385453118257095,0.05499488487839699,0.019271504133939743,,,,,,,,,0.23444819450378418,4367.702648200483
500,1771567277.4446733,7.265194416046143,6.682015895843506,0.27961501479148865,0.3035636246204376,0.0,,,797.9260275469059,9.64011119607465,,,0.015625,0,0.06558205932378769,0,3.1407227516174316,0.08986213058233261,,,,,,,,,,,,,,,,0.049998022615909576,0.0049998022615909575,0.0049998022615909575,0.049998022615909576,0.5323840398258927,0.05233357474207878,1.3969838619232178e-07,,,,,,,,,0.23444747924804688,4367.71597325046
600,1771567301.1172192,7.080148696899414,6.54311466217041,0.24938234686851501,0.28765130043029785,0.0,,,694.4461783189579,9.439719075081117,,,0.015625,0,0.0621960274875164,0,3.14072847366333,0.08977160602807999,,,,,,,,,,,,,,,,0.0499969094991684,0.00499969094991684,0.00499969094991684,0.0499969094991684,1.401030814741621,0.05441092327237129,0.005468165501952171,,,,,,,,,0.23444795608520508,4367.707089874774
700,1771567324.7321966,6.690823078155518,6.198110580444336,0.22318829596042633,0.2695242166519165,0.0,,,491.81891039924784,8.941983397288459,,,0.015625,0,0.05734918639063835,0,3.140735149383545,0.08972997963428497,,,,,,,,,,,,,,,,0.04999555051326752,0.004999555051326752,0.004999555051326752,0.04999555051326752,1.2043965287626253,0.060079120099544525,0.0017576366662979126,,,,,,,,,0.23444819450378418,4367.702648200483
800,1771567348.31536,6.611395835876465,6.065528869628906,0.2625150680541992,0.28335198760032654,0.0,,,430.75042826085144,8.750708420582463,,,0.015625,0,0.06831742078065872,0,3.140705108642578,0.08976668119430542,,,,,,,,,,,,,,,,0.049993942677974704,0.00499939426779747,0.00499939426779747,0.049993942677974704,0.3814920678839441,0.057511016726493835,3.5390257835388184e-08,,,,,,,,,0.23444819450378418,4367.702648200483
900,1771567371.9876335,7.0067853927612305,6.392368316650391,0.30214375257492065,0.31227341294288635,0.0,,,597.2694291239781,9.22223806996725,,,0.015625,0,0.07263718545436859,0,3.1406919956207275,0.0898733139038086,,,,,,,,,,,,,,,,0.04999208897352219,0.004999208897352218,0.004999208897352218,0.04999208897352219,0.3758496248920697,0.052894290536642075,1.30385160446167e-08,,,,,,,,,0.23444843292236328,4367.698206535225
1000,1771567395.5987828,7.3375725746154785,6.627712249755859,0.37725141644477844,0.33260875940322876,0.0,6.764702844619751,6.135136756896973,755.7512213657595,9.561767595161813,461.80218505859375,8.85113137435086,0.015625,0,0.0962366908788681,0,3.1406617164611816,0.0898999348282814,,,,,,,,,,,,,,,,0.04998998790979386,0.0049989987909793854,0.0049989987909793854,0.04998998790979386,1.5881298269512245,0.05654321238398552,0.00470256432890892,,,,,,,,,0.23444747924804688,4367.71597325046
